months,ICO composite indicator,Colombian Milds,Other Milds,Brazilian Naturals,Robustas
11/2012,3.009933774834437,0.744591611479029,0.5200883002207504,0.2626931567328916,-0.8538631346578365
12/2012,2.8986754966887416,0.7304635761589404,0.4730684326710817,0.207064017660044,-0.7664459161147903
01/2013,2.9885209713024277,0.7463576158940395,0.48366445916114786,0.21611479028697556,-0.787858719646799
02/2013,2.9030905077262688,0.6664459161147902,0.3962472406181021,0.11302428256070662,-0.6066225165562908
03/2013,2.900220750551876,0.665562913907285,0.40618101545253893,0.04922737306843317,-0.5545253863134656
04/2013,2.8598233995584987,0.7110375275938186,0.44724061810154536,0.06777041942604844,-0.6152317880794702
05/2013,2.802649006622516,0.6929359823399559,0.4465783664459164,0.07350993377483439,-0.6132450331125825
06/2013,2.595584988962472,0.6615894039735104,0.4565121412803532,0.05364238410596034,-0.5913907284768207
07/2013,2.625386313465784,0.6298013245033105,0.42958057395143356,0.011920529801323632,-0.5236203090507736
08/2013,2.5706401766004414,0.5918322295805734,0.41280353200883013,0.007947019867549532,-0.49536423841059607
09/2013,2.4684326710816773,0.5911699779249449,0.451655629139073,0.018322295805739852,-0.5306843267108166
10/2013,2.3626931567328917,0.5916114790286975,0.47836644591611455,0.05607064017660024,-0.5150110375275938
11/2013,2.229359823399558,0.5222958057395148,0.4642384105960269,0.0348785871964683,-0.46975717439293585
12/2013,2.352317880794702,0.4410596026490068,0.4284768211920529,0.018543046357616166,-0.41214128035320097
01/2014,2.444812362030905,0.48896247240618074,0.48520971302428206,0.07218543046357606,-0.5081677704194261
02/2014,3.0421633554083884,0.7596026490066223,0.7909492273730674,0.24128035320088292,-0.9251655629139073
03/2014,3.643046357615894,1.0163355408388521,1.0830022075055186,0.39602649006622537,-1.316997792494481
04/2014,3.7655629139072846,1.1046357615894036,1.167770419426048,0.4423841059602647,-1.4355408388520976
05/2014,3.618984547461368,1.053421633554084,1.1094922737306847,0.39801324503311264,-1.3454746136865339
06/2014,3.3536423841059597,0.9547461368653418,1.014790286975717,0.29624724061810204,-1.1701986754966884
07/2014,3.36644591611479,0.9207505518763801,0.9801324503311255,0.2741721854304635,-1.119426048565121
08/2014,3.6,1.071081677704194,1.101324503311258,0.44679911699779185,-1.3869757174392938
09/2014,3.5715231788079467,0.993156732891832,1.0759381898454747,0.4494481236203094,-1.3525386313465781
10/2014,3.816335540838851,1.0973509933774843,1.156953642384106,0.5335540838852109,-1.5050772626931557
11/2014,3.579911699779249,0.9766004415011036,1.0421633554083884,0.4251655629139073,-1.30485651214128
12/2014,3.325827814569536,0.8719646799117,0.9479028697571743,0.3514348785871966,-1.152980132450331
01/2015,3.272406181015453,0.8172185430463563,0.9218543046357603,0.33686534216335406,-1.1088300220750558
02/2015,3.114790286975717,0.7286975717439295,0.8342163355408379,0.2384105960264904,-0.9434878587196467
03/2015,2.804415011037527,0.6015452538631347,0.7439293598234,0.14370860927152362,-0.7699779249448122
04/2015,2.8481236203090505,0.6189845474613684,0.7721854304635767,0.1695364238410595,-0.8158940397350993
05/2015,2.7260485651214124,0.5894039735099339,0.7724061810154526,0.15209713024282578,-0.7931567328918319
06/2015,2.7587196467991166,0.5971302428256076,0.7679911699779249,0.12229580573951404,-0.7664459161147903
07/2015,2.643929359823399,0.5463576158940402,0.7655629139072846,0.08543046357615935,-0.720750551876379
08/2015,2.675717439293598,0.5684326710816778,0.7883002207505516,0.13311258278145655,-0.7821192052980133
09/2015,2.4975717439293597,0.4947019867549671,0.7286975717439295,0.103532008830022,-0.6984547461368653
10/2015,2.6143487858719645,0.5445916114790283,0.7686534216335539,0.1995584988962471,-0.7869757174392935
11/2015,2.5392935982339955,0.5209713024282556,0.7273730684326707,0.1748344370860928,-0.7348785871964683
12/2015,2.53046357615894,0.5576158940397353,0.7512141280353202,0.20088300220750588,-0.7803532008830016
01/2016,2.4479028697571743,0.5368653421633556,0.7536423841059601,0.22781456953642376,-0.7986754966887419
02/2016,2.4668874172185427,0.5611479028697568,0.7935982339955849,0.23156732891832243,-0.8324503311258276
03/2016,2.6011037527593817,0.604194260485651,0.8757174392935982,0.2770419426048565,-0.9322295805739516
04/2016,2.6033112582781457,0.5679911699779248,0.8011037527593814,0.22450331125827772,-0.8333333333333333
05/2016,2.6470198675496683,0.5426048565121415,0.7788079470198674,0.20176600441501158,-0.7942604856512134
06/2016,2.804635761589404,0.6580573951434876,0.847682119205297,0.2501103752759377,-0.9075055187637973
07/2016,2.9355408388520967,0.6949227373068432,0.8560706401766005,0.2600441501103754,-0.9306843267108169
08/2016,2.8918322295805736,0.6573951434878587,0.806622516556291,0.22980132450331103,-0.8655629139072847
09/2016,3.05121412803532,0.6761589403973502,0.8406181015452536,0.2556291390728478,-0.9125827814569538
10/2016,3.1496688741721854,0.6534216335540837,0.8008830022075055,0.23112582781456936,-0.8615894039735101
11/2016,3.218984547461368,0.707064017660044,0.8454746136865343,0.26269315673289206,-0.9293598233995581
12/2016,2.90728476821192,0.5505518763796906,0.6640176600441503,0.12008830022075045,-0.6589403973509933
01/2017,3.069977924944812,0.5715231788079471,0.6520971302428258,0.14635761589403895,-0.6788079470198682
02/2017,3.0392935982339955,0.5737306843267103,0.6328918322295807,0.17262693156732878,-0.6885209713024283
03/2017,2.959602649006622,0.5370860927152319,0.5757174392935984,0.12362030905077237,-0.6035320088300216
04/2017,2.878366445916114,0.5426048565121415,0.5520971302428261,0.12582781456953684,-0.5918322295805734
05/2017,2.7682119205298013,0.5741721854304633,0.5430463576158937,0.12825607064017674,-0.5969094922737308
06/2017,2.7017660044150107,0.523841059602649,0.4598233995584988,0.029139072847681913,-0.4512141280353199
07/2017,2.8092715231788077,0.5573951434878586,0.49448123620309037,0.042604856512141076,-0.4927152317880794
08/2017,2.830905077262693,0.5940397350993374,0.47770419426048516,0.08145695364238392,-0.5236203090507727
09/2017,2.747461368653421,0.5962472406181019,0.4878587196467996,0.1150110375275939,-0.5580573951434875
10/2017,2.6492273730684324,0.5353200883002205,0.4569536423841063,0.1002207505518764,-0.477262693156733
11/2017,2.588520971302428,0.592273730684326,0.5218543046357613,0.1549668874172183,-0.5724061810154528
12/2017,2.5165562913907285,0.6097130242825606,0.5169977924944806,0.16490066225165556,-0.5830022075055188
01/2018,2.551876379690949,0.6218543046357619,0.5123620309050771,0.1781456953642384,-0.5949227373068429
02/2018,2.5207505518763793,0.6028697571743931,0.48763796909492285,0.14657836644591615,-0.5507726269315674
03/2018,2.4942604856512136,0.5841059602649006,0.4865342163355413,0.15033112582781483,-0.5476821192052976
04/2018,2.4847682119205294,0.5900662251655628,0.48079470198675534,0.13686534216335566,-0.5353200883002205
05/2018,2.5019867549668873,0.5942604856512137,0.49161147902869784,0.13752759381898372,-0.5430463576158941
06/2018,2.437969094922737,0.6205298013245035,0.5207505518763798,0.10286975717439262,-0.5379690949227374
07/2018,2.36644591611479,0.5898454746136865,0.5165562913907285,0.07373068432671115,-0.5028697571743928
08/2018,2.2607064017660043,0.6088300220750553,0.5033112582781452,0.045253863134657735,-0.478366445916115
09/2018,2.167108167770419,0.6086092715231786,0.50794701986755,0.03752759381898452,-0.47395143487858693
10/2018,2.454966887417218,0.6538631346578372,0.5768211920529804,0.09668874172185449,-0.5715231788079469
11/2018,2.419205298013245,0.6551876379690951,0.607505518763797,0.08123620309050761,-0.5754966887417221
12/2018,2.220971302428256,0.6015452538631347,0.5847682119205295,0.032891832229580586,-0.5086092715231789
